piece_id,descr,category
11261,Minifig Hair - Long with Braided Front,Minifigs
11262pb01,Minifig Mask Chicken with Yellow Beak and Red Comb and Wattles Print,Minifig Accessories
11264,"Minifig Hair Short, Straight Cut Fringe with Laurel Wreath",Minifig Accessories
11264pr0001,"Minifig Hair Short, Straight Cut Fringe with Gold Laurel Wreath Print",Minifigs
11265,Mini Mech Helmet [Plain],Minifig Accessories
11265pr0001,Minifig Helmet Space with Open Visor Small and Orange and Silver Markings Print,Minifig Accessories
11265pr0002,"Minifig Helmet, Space with Open Visor, Mouth Grill and Silver Markings Print",Minifig Accessories
11267,Friends Slide Curved,Other
11268,Hero Factory Armour with Rock Spikes,"Bionicle, Hero Factory and Constraction"
11269,Hero Factory Helmet Visor with Clip,"Bionicle, Hero Factory and Constraction"
11269pb03,Hero Factory Helmet Visor with Clip with Face Guard Print Type 3,"Bionicle, Hero Factory and Constraction"
11269pr0001,Hero Factory Helmet Visor with Clip with Face Guard Print,"Bionicle, Hero Factory and Constraction"
11269pr0003,Hero Factory Helmet Visor with Clip with Face Guard Print Type 2,"Bionicle, Hero Factory and Constraction"
11270,Hero Factory Head with Handle,"Bionicle, Hero Factory and Constraction"
11271,Hero Factory Full Torso Armour with 4 Handles,"Bionicle, Hero Factory and Constraction"
11272,Technic Axle Connector 2 x 3 Quadruple,Technic Connectors
11273,Hero Factory Shield with Half 'H',"Bionicle, Hero Factory and Constraction"
11275,Hero Factory Mask (Evo 2013),"Bionicle, Hero Factory and Constraction"
11276,Hero Factory Mask (Rocka 2013),"Bionicle, Hero Factory and Constraction"
11277,Hero Factory Mask [Surge],"Bionicle, Hero Factory and Constraction"
11279,Hero Factory Mask (Bulk 2013),"Bionicle, Hero Factory and Constraction"
11280,Hero Factory Mask (Furno 2013),"Bionicle, Hero Factory and Constraction"
11281,Hero Factory Mask (Breez 2013),"Bionicle, Hero Factory and Constraction"
11282,Hero Factory Mask (Ogrum),"Bionicle, Hero Factory and Constraction"
11286,Hero Factory Mask (Scarox),"Bionicle, Hero Factory and Constraction"
11287,Hero Factory Mask (Pyrox),"Bionicle, Hero Factory and Constraction"
11288,Hero Factory Mask (Dragon Bolt),"Bionicle, Hero Factory and Constraction"
11289,Windscreen 4 x 4 x 4 2/3 with Handle,Windscreens and Fuselage
11290,Slope Curved 2 x 8 x 2 Double,Bricks Curved
11291,Wedge 3 x 4 x 2/3 Cutout,Bricks Wedged
11293,Aircraft Fuselage Curved Forward 6 x 8 Top,Windscreens and Fuselage
11294,Hero Factory Mask (Aquagon) ,"Bionicle, Hero Factory and Constraction"
11295,Aircraft Fuselage Curved Forward 6 x 8 Bottom,Windscreens and Fuselage
11296,Hero Factory Mask (Bruizer),"Bionicle, Hero Factory and Constraction"
11297,Glass for Aircraft Fuselage Curved Forward 6 x 8 Top [Fits 11293],Windows and Doors
11298,Hero Factory Mask [Frost Beast],"Bionicle, Hero Factory and Constraction"
11299,Ladder 16 x 3.5 with Side Supports,"Bars, Ladders and Fences"
11301,"Slope, Curved 2 x 8 x 2 Inverted Double",Bricks Curved
11302,Lightning Bolt with Axlehole [Plain],Other
11302pat0001,Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axle Hole with Marbled Trans-Yellow Pattern,"Bionicle, Hero Factory and Constraction"
11302pat0002,Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axlehole with Marbled Trans-Light Blue Pattern,"Bionicle, Hero Factory and Constraction"
11302pat0003,Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axle Hole with Marbled Trans-Clear Pattern,"Bionicle, Hero Factory and Constraction"
11303,Minifig Cap - Short Curved Bill with Seams and Hole on Top,Minifig Accessories
11305,Hero Factory Weapon - Blade with Curved Tip,"Bionicle, Hero Factory and Constraction"
1131,Large Figure Visor - Vladek,"Bionicle, Hero Factory and Constraction"
11327,Rancor Paw with Pin,Plants and Animals
11329,Rancor Claw,Plants and Animals
11334,Hero Factory Armour with Spikes,"Bionicle, Hero Factory and Constraction"
11335,Duplo Building Wall 1 x 8 x 6 with Window Opening,"Duplo, Quatro and Primo"
11336,Hero Factory Weapon - Axe/Sword Double Spiked,"Bionicle, Hero Factory and Constraction"
11338,Hero Factory Weapon - Axe/Sword with Jagged Blade,"Bionicle, Hero Factory and Constraction"
11340,Rancor Body with Black Eyes Print,Plants and Animals
11342,Rancor Arm Right with Dark Bluish Gray Ring Print,Plants and Animals
11343,Rancor Arm Left,Plants and Animals
11344,"Duplo, Brick 2 x 3 x 2 with Curved Top","Duplo, Quatro and Primo"
11344pb01,"Duplo, Brick 2 x 3 x 2 with Curved Top and Eye Print on Both Sides","Duplo, Quatro and Primo"
11345,Duplo Building Door Frame 4 x 4 x 3,Windows and Doors
11356,Large Figure Head Modified Chima Crocodile Upper Jaw with Teeth,"Bionicle, Hero Factory and Constraction"
11356pr0001,Large Figure Head Modified Chima Crocodile Upper Jaw with Teeth and Silver Print,"Bionicle, Hero Factory and Constraction"
11356pr0002,Large Figure Head Modified Chima Crocodile Upper Jaw with Teeth and Gold Armor Print,"Bionicle, Hero Factory and Constraction"
113578,"Paper, Information Note, Use of Battery Box - 113578-UK/F/NL",Non-LEGO
11371,Duplo Goat - Single Back Stud,"Duplo, Quatro and Primo"
11371pb01,Duplo Goat,"Duplo, Quatro and Primo"
11374pb01,Duplo Fish with Large Eyes and Stripes on Top Print (Flounder / Fabius),"Duplo, Quatro and Primo"
11385,Duplo Teddy Bear,"Duplo, Quatro and Primo"
11385pb01,Duplo Teddy Bear,"Duplo, Quatro and Primo"
11399,Plate Special 4 x 4 with Clips Horizontal (thick open O clips),Plates Special
11402,Minifig Tools,Minifig Accessories
11403,Friends Hips and Shorts (aka FEMALE HIP WITH SHORT 2) [Plain],Other
11403pr0001c01,"Friends Hips and Shorts, Light Flesh Legs and Dark Pink Shoes Print",Minifigs
11403pr0002c01,"Friends Hips and Shorts, Medium Dark Flesh Legs and Magenta Sandals Print",Minifigs
11403pr0003c01,"Friends Hips and Shorts, Medium Dark Flesh Legs and Lime Sandals Print",Minifigs
11403pr0004c01,"Friends Hips and Shorts, Medium Dark Flesh Legs and Magenta Stripe on Shoes Print",Minifigs
11403pr0006c01,"Friends Hips and Shorts, Medium Dark Flesh Legs and Magenta Stripe on Lime Sandals Print",Minifigs
11407,Friends Hips and Wrap-around Skirt (aka FEMALE HIP WITH SKIRT 4) [Plain],Minifigs
11407pr0001c01,"Friends Hips and Wrap-around Skirt, Light Flesh Legs and Black Sandals Print",Minifigs
11407pr0004c01,"FEMALE HIP WITH SKIRT 4, ASS 4",Minifigs
11408,"Torso Friends Boy (aka TORSO, BOY W/ARM 1) [Plain]",Other
11408pr0001c01,Torso Friends Boy Medium Blue Polo Shirt / Light Flesh Arms and Hands,Minifigs
11408pr0002c01,"Torso Friends Boy Bright Green Polo Shirt with Short Sleeves Print, Medium Dark Flesh Arms and Hands",Minifigs
11408pr0003c01,Torso Friends Boy with Jerkin and Tan Sleeves Print with Light Flesh Arms and Hands,Minifigs
11408pr0004c01,Torso Friends Boy with White Shirt and Red Sash Print / Light Flesh Arms and Hands,Minifigs
11408pr0006c01,"Torso Friends Tan Shirt with 2 Breast Pockets Print, Medium Dark Flesh Arms with Hands with Tan Short Sleeves",Minifigs
11408pr0007c01,Torso Friends Green Vest with White Shirt Underneath,Minifigs
11408pr0008c01,"TORSO, BOY W/ARM 1, ASS 8",Minifigs
11418,Minifig Head Top Goblin with Ears [Plain],Minifigs
11418pr0001,Minifig Head Top Goblin with Ears and Dark Bluish Gray Hair Lines Print,Minifigs
11420,Minifig Hair with Beard Braided [Plain],Minifig Accessories
11420pr0001,Minifig Hair with Beard Braided with Laced Shirt Centre Print,Minifigs
11422,"Minifig Hood with Flaps, Fur-lined [Plain]",Minifig Accessories
11422pr0001,"Minifig Hood with Flaps, Fur-lined and Dark Brown Braided Hair Print",Minifig Accessories
11423,Minifig Hair with Spiked Braid and Beard [Plain],Minifig Accessories
11423pr0001,Minifig Hair with Spiked Braid and Beard with White Braids Print,Minifig Accessories
11435,"Eagle Body with Beak, Eyes and Tail Feathers [Plain]",Other
11435pr0001,"Eagle Body with Beak, Eyes and Dark Brown Tail Feathers Print",Plants and Animals
11435pr0002,"Eagle Body with Beak, Eyes and Dark Brown Head and Tail Feathers Print",Plants and Animals
11437,Minifig Helmet Ninja Horn Elaborate,Minifig Accessories
11438,Minifig Breastplate with Shoulder Ridges,Minifig Accessories
11439,Minifig Ice Sword [Plain],Other
11439pat0001,Minifig Ice Sword with Jagged Edges and Marbled Orange Pattern [Co-Injected],Minifig Accessories
11439pat0002,Minifig Ice Sword with Jagged Edges and Marbled Trans Medium Blue Pattern [Co-Injected],Minifig Accessories
11439pat0003,Minifig Ice Sword with Jagged Edges and Marbled White Pattern [Co-Injected],Minifig Accessories
11439pat0004,Minifig Ice Sword with Jagged Edges and Marbled Trans Black Pattern [Co-Injected],Minifig Accessories
11455,"Black Technic, Pin Connector Perpendicular 2 x 4 Bent",Technic Connectors
11458,Plate Special 1 x 2 with Pin Hole on Top,Plates Special
11464,Rancor Lower Jaw with Teeth Print,Plants and Animals
11476,Plate Special 1 x 2 with Clip Horizontal on Side,Plates Special
11477,Slope Curved 2 x 1 No Studs [1/2 Bow],Bricks Curved
11478,Technic Beam 1 x 5 Thin with Axle Holes on Ends,Beams
11538,Minifig Helmet SW #15,Minifig Accessories
11538pr0001,Minifig Helmet SW Rebel with A-wing Pilot Print,Minifig Accessories
11538pr0002,Minifig Helmet SW Ten Numb Print,Minifig Accessories
11568,Squirrel,Other
11568pr0001,Squirrel with Blue/Green Eyes Print,Plants and Animals
11575,Dog Poodle,Plants and Animals
11575pr0001,"Dog Poodle with Purple Bow, Blue Eyes, Black Nose and Mouth Print",Plants and Animals
11575pr0002,"Friends Poodle with Pink Collar, Blue Eyes, Black Nose and Mouth Print",Plants and Animals
11591,"Minifig Head Modified Galaxy Squad Robot, Elongated [Plain]",Other
11591pr0001,"Minifig Head Modified Galaxy Squad Robot, Elongated with Black Top Print",Minifigs
11592,Minifig Head Modified Galaxy Squad Robot with Crest [Plain],Other
11592pr0001,Minifig Head Modified Galaxy Squad Robot with Crest and White Print,Minifigs
11593,Minifig Head Modified Galaxy Squad Robot [Plain],Other
11593pr0001,"Minifig Head Modified Galaxy Squad Robot with Black Rectangle Right Eye, Orange Round Left Eye and White Lines Print",Minifigs
11594,Minifig Head Modified Galaxy Squad Alien Buggoid [Plain],Other
11594pr0001,Minifig Head Modified Galaxy Squad Alien Buggoid with Yellowish Green Stripes and Black Eyes with Red Dots Print,Minifigs
11597,Minifig Wing with Clip,Minifig Accessories
11598,Container - Alien Pod Section 2 x 4 x 4,Containers
11599,Minifig Wings with Neck Bracket,Minifig Accessories
11601,Minifig Saw with Handle and Tooth,Minifig Accessories
11602,Friends Cat Sitting,Plants and Animals
11602pr0001,"Friends Cat Sitting with Light Green Eyes, Dark Pink Nose and White Markings Print",Plants and Animals
11602pr0002,"Friends Cat Sitting with Lavender Eyes, Collar and Gray Markings Print",Plants and Animals
11605,Minifig Hair Friends Long with Ponytail French Braided,Minifigs
11609,Friends Accessories Star with Stud Holder,Minifig Accessories
11610,Ice Cream Cone,Minifig Accessories
11614,Torso/Head Alien SW Pong Krell Print Complete Assembly / Medium Dark Flesh Arms / Reddish Brown Hands,Minifigs
11618,"Friends Accessories Hair Decoration - Bow with Heart, Long Ribbon and Pin",Minifig Accessories
11620,Minifig Helmet with Eye and Mouth Slits [Plain],Other
11620pr0001,Minifig Helmet with Eye and Mouth Slits with Red Star Print,Minifig Accessories
11640,Minifig Guitar Electric,Minifig Accessories
11641,Basketball Net with Axle,Minifig Accessories
117282,User Guide for Technic Control Center 8094,Non-LEGO
11766,Minifig Helmet SW Clone Pilot with Elongated Breathing Mask and 501st Print,Minifig Accessories
11767,"Fly Wheel Plate 2 x 8 with Metal Fly Wheel and Dark Azure Tire, Complete Assembly (Chima Rip Cord Base)",Transportation - Land
1177stk01,Sticker for Set 1177,Non-LEGO
11782,Minifig Helmet - Sith Trooper with Red Stripe and Imperial Print,Minifig Accessories
11783,Minifig Hair - Bun with Braid and Gold Hood with Royal Insignia Print,Minifigs
11791,"Minifigure Hulk Body with Hair, Face and Trousers Print",Minifigs
11795,Body Cave Troll with Loin Cloth and Face Print,Minifigs
11797,Lower Body Skirt with Queen Amidala Print,Minifigs
11800,Minifig Helmet Castle with Cheek Protection and Dark Red Ornaments Print,Minifig Accessories
11802,Minifig Hair - Orc with Olive Green Ears Print,Minifigs
11816,"Minifig Head Modified Friends (aka HEAD, FEMALE 1) [Plain]",Other
11816pr0001,"Minifig Head Modified Friends with Green Eyes, Pale Pink Lips and Open Mouth Print",Minifigs
11816pr0002,"Minifig Head Modified Friends with Light Blue Eyes, Pink Lips and Open Mouth Print",Minifigs
11816pr0003,"Minifig Head Modified Friends with Light Brown Eyes, Pink Lips and Closed Mouth Print",Minifigs
11816pr0004,"Minifig Head Modified Friends with Light Blue Eyes with Eye Shadow, Red Lips and Closed Mouth Print",Minifigs
11816pr0005,"Minifig Head Modified Friends with Green Eyes, Pink Lips and Closed Mouth Print",Minifigs
11816pr0006,"Minifig Head Modified Friends with Light Brown Eyes, Freckles, Pink Lips and Closed Mouth Print",Minifigs
11816pr0009,"Head Modified Friends with Brown Eyes, Bright Pink Lips and Open Mouth Print",Minifigs
11816pr0011,"Minifig Head Modified Friends with Brown Eyes, Pink Lips and Closed Mouth Print",Minifigs
11816pr0012,"Minifig Head Modified Friends with Green Eyes and Glasses, Orange Lips and Closed Mouth Print",Minifigs
11816pr0013,"Minifig Head Modified Friends with Light Blue Eyes, Eyelashes and Open Mouth Print",Minifigs
11816pr0014,Minifig Head Modified Friends - Sophie,Minifigs
11816pr0015,"HEAD, FEMALE 1, DEC. 15",Minifigs
11816pr0016,"HEAD, FEMALE 1, DEC. 16",Minifigs
11818,"Minifig Head Modified Friends Male (aka HEAD, MALE 1) [Plain]",Other
11818pr0001,"Minifig Head Modified Friends Male with Light Brown Eyes, Light Brown Beard and Closed Mouth Print",Minifigs
11818pr0002,"Minifig Head Modified Friends Male with Blue Eyes, Black Eyebrows (Disney Princess Eric)",Minifigs
11818pr0003,"Minifig Head Modified Friends Male with Dark Brown Eyes, Eyebrows and Goatee Print",Minifigs
11818pr0004,"Minifig Head Modified Friends Male with Brown Eyes, Black Eyebrows and Open Smile Print",Minifigs
11818pr0006,"HEAD, MALE 1, DEC. NO. 6",Minifigs
11833,"Plate, Round 4 x 4 with 2 x 2 Hole",Plates Round and Dishes
11835,DUPLO SHOWER CURTAIN,"Duplo, Quatro and Primo"
11851c01,Raptor Body with Dark Green / Lime Print,Plants and Animals
11851c02,Raptor Body with Reddish Brown / Dark Brown Print,Plants and Animals
11853c01,Raptor Head with Dark Green / Lime Print,Plants and Animals
11853c02,Raptor Head with Reddish Brown / Dark Brown Print,Plants and Animals
11854,Duplo Candle with Flame Print,"Duplo, Quatro and Primo"
11855,Raptor Lower Jaw with Teeth Print,Plants and Animals
11858,Raptor Forelimb Left,Plants and Animals
11860,Raptor Forelimb Right,Plants and Animals
11861c01,Raptor Hindlimb Left with Dark Green / Lime Print,Plants and Animals
11861c02,Raptor Hindlimb Left with Reddish Brown / Dark Brown Print,Plants and Animals
11863c01,Raptor Hindlimb Right with Dark Green / Lime Print,Plants and Animals
11863c02,Raptor Hindlimb Right with Reddish Brown / Dark Brown Print,Plants and Animals
11873,"Dino Leg Large (Rear) Triceratops with Pin, Tan Nails and Reddish Brown and Dark Brown Print - Right",Plants and Animals
11878,"Dino Leg Large (Rear) Triceratops with Pin, Tan Nails and Reddish Brown and Dark Brown Print - Left",Plants and Animals
11883,"Dino Leg Small (Front) Triceratops with Pin, Tan Nails and Reddish Brown and Dark Brown Print - Right",Plants and Animals
11887,"Dino Leg Small (Front) Triceratops with Pin, Tan Nails and Reddish Brown and Dark Brown Print - Left",Plants and Animals
11888c01,"Dinosaur Tail with Pin, Dark Red Top and Dark Brown Stripes Print",Plants and Animals
11888c02,"Dino Tail T-Rex with Pin, Reddish Brown Top and Dark Brown Stripes Print",Plants and Animals
11889c01,Dinosaur Body with Dark Orange Belly and Dark Brown Stripes Print,Plants and Animals
11889c02,Dino Body T-Rex with Olive Green Belly and Dark Brown Stripes Print,Plants and Animals
11891,Minifig Hair Swept Back with Long Beard,Minifig Accessories
11892c01,"Dinosaur Head with Pin, Tan Teeth, Dark Red Top and Dark Brown Stripes Print",Plants and Animals
11892c02,"Dino Head T-Rex with Pin, Tan Teeth, Reddish Brown Top and Dark Brown Stripes Print",Plants and Animals
11893,Dino Body Triceratops with Reddish Brown Top with Dark Brown Print,Plants and Animals
11895,Torso Modified with Armour Breastplate with Shoulder Ridges and Silver Edges Print / Red Arms / Black Hands,Minifigs
11896,Dinosaur Lower Jaw with Tan Teeth Print,Plants and Animals
11897,Dinosaur Arm with Tan Nails Print - Left,Plants and Animals
11899,Dinosaur Arm with Tan Nails Print - Right,Plants and Animals
118t1,Heroica Playmat,Non-LEGO
11900,Minifig Hair Long with Beard Tied in Sections [Gloin],Minifig Accessories
11906,Minifig Hair Small Braids and Fan Shaped Ponytail,Minifigs
11907,Minifig Hair Spiked with Braided Beard and Ponytail,Minifigs
11908,Minifig Hair Long Wavy with Ragged Bottom Edge,Minifigs
11911,"Minifig Beard, Parted with Hair",Minifig Accessories
11920,Sticker Sheet for 41004-1,Non-LEGO
11921,"Duplo Horse with one Stud and Raised Hoof, Gold Mane & Tail Print","Duplo, Quatro and Primo"
11923,Duplo Tiger Adult New Style,"Duplo, Quatro and Primo"
11924,"Duplo Tiger Cub, Raised Paw","Duplo, Quatro and Primo"
11929,Duplo Turtle with Green Back,"Duplo, Quatro and Primo"
11939,C&amp;L 1,"Duplo, Quatro and Primo"
11940,C&amp;L 4,"Duplo, Quatro and Primo"
11941,C&amp;L 7,"Duplo, Quatro and Primo"
11942,Duple Brick 2x2x2 C&L 10,"Duplo, Quatro and Primo"
11946,"Technic, Panel Fairing #21 Very Small Smooth, Side B",Technic Panels
11947,"Technic, Panel Fairing #22 Very Small Smooth, Side A",Technic Panels
11949,Technic Steering Portal with 2 Pin Holes and 2 Ball Joint Arms,"Technic Steering, Suspension and Engine"
11950,Technic Steering Portal with 2 Pin Holes,"Technic Steering, Suspension and Engine"
11953,Black Technic Grabber Arm Claw with 3L Thick Beam,Technic Special
11954,Technic Panel Curved 11 x 3 with 10 Pin Holes through Panel Surface,Technic Panels
11955,Technic Gear 8 Tooth No Friction,Gears
11957,Tire 100.6 x 22 Motorcycle,Wheels and Tyres
1196stk01,Sticker for Set 1196 - (40218/4143950),Non-LEGO
11970,Duplo 2 x 6 Car Base with Mudguards [Complete Assembly],"Duplo, Quatro and Primo"
11973,Minifig Guitar with Silver Strings and Stars on Magenta Background Print,Minifig Accessories
1197stk01,Sticker for Set 1197 - (40218/4143950),Non-LEGO
11983,Minifig Head Modified - Yoda Straight Ears with Large Eyes and White Hair Print,Minifigs
